"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 23 13:28:57 GMT 2022","Sun Jan 23 13:28:57 GMT 2022","433","Testing Allure Report","Regression","allure.gradle.project.TestCase","allure.gradle.project.TestCase","validateBasicFields","validateBasicFields","This is the description of the test Scenario"
